module,category,total_bugs,severity_weighted_total,critical_count,major_count,normal_count,minor_count,edf_count,ux_count,mx_count,mui_count,side_effect_count,at_found_count,function_count,stability_count,performance_count,regression_count,crash_count,anr_count,ui_count,localization_count,iap_count,regression_rate,automation_catch_rate,avg_repro_rate,median_repro_rate,avg_days_to_close,median_days_to_close,avg_builds_to_fix,median_builds_to_fix,open_count,closed_count,postpone_count,unique_reporters,probability_score_auto,impact_score,detectability_score,risk_score_final,quadrant,parsed_module,scoring_method,ai_reasoning
MGT(Call-out Title 07),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,MGT(Call-out Title 07),ollama,Potential caption-related issue with moderate impact and moderate difficulty to detect
Effects (Video Effects)(Close 02),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Effects (Video Effects)(Close 02),ollama,"Critical bug in Visual Effects module could affect video playback and user experience, but its detection might require manual review due to automation challenges."
Mixpanel(Shortcut_Produce_Save),Export & Output,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Mixpanel(Shortcut_Produce_Save),ollama,Major bug detected in Mixpanel(Shortcut_Produce_Save) module with potential impact on Export & Output functionality.
Music (music picker),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Music (music picker),ollama,Potential loss of audio functionality due to music picker bug
Music(Favorite/Recently Play),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Music(Favorite/Recently Play),ollama,"Possible regression bug causing incorrect music playback, detectable only through manual testing"
Mixpanel(Timeline_More_Tap),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Mixpanel(Timeline_More_Tap),ollama,"Potential regression in the Mixpanel timeline, affecting Editor Core functionality, moderately impactful but slightly hard to detect due to automated testing limitations."
Audio> Music,Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Audio> Music,ollama,"Potential for music playback issues, moderate to high likelihood of detection"
Mixpanel(Title Animation),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Mixpanel(Title Animation),ollama,"Potential for major issues with title animation, moderate impact and some difficulty in detection"
Motion Swap (Media Picker - image),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Motion Swap (Media Picker - image),ollama,"Potential visual effects issue with image swap functionality, may cause unexpected visual output"
Motion(Out motion),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Motion(Out motion),ollama,"Potential for incorrect motion output could lead to visual distortion, affecting user experience and potentially causing errors in downstream processes."
Music (Downloaded),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Music (Downloaded),ollama,"The music module is a critical component of the app, and any regression issues could lead to a negative user experience, but are relatively rare and may not be immediately noticeable."
Effects (Tempo Effects),Visual Effects,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,127.0,127.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Effects (Tempo Effects),ollama,"The Effects module has a moderate impact on the overall product stability and functionality, with a high detectability due to the critical bug. The reasoning behind this assessment is that the critical bug in the Effects module can significantly impact the user experience and overall product quality."
Effects (Filter),Visual Effects,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,127.0,127.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Effects (Filter),ollama,Major bug detected in Visual Effects module with significant impact and moderate detectability due to lack of automation and low regression rate.
Audio(AI Voice Changer),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Audio(AI Voice Changer),ollama,"Potential data privacy and security risks due to the modification of voice patterns, which may lead to misidentification or unauthorized access. Moderate level of detectability as the issue may be difficult to identify without explicit testing."
Audio(Music/SFX),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Audio(Music/SFX),ollama,"Potential audio issues, such as SFX not playing correctly, could impact user experience and be challenging to detect."
"Audio, Music, shrink mode",Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,"Audio, Music, shrink mode",ollama,"Potential audio distortion in shrink mode may be difficult to detect, but could significantly impact user experience."
Auto Edit (Fashion_05_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Edit (Fashion_05_title),ollama,"Potential major bug in Auto Edit module, could lead to data loss or inconsistency in Fashion_05_title category"
Add Media(Gettyimage),Media Picker,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Add Media(Gettyimage),ollama,Potential data loss or corruption due to incorrect image loading from Getty Images API
"Auto Captions, Speech to Text, STT",Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,"Auto Captions, Speech to Text, STT",ollama,Critical issue in Speech to Text module may affect user experience and accuracy of captions
Auto Captions [CS002783972],Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,161.0,161.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Captions [CS002783972],ollama,"Potential captions errors in Auto Captions module may significantly affect the accuracy and usability of the feature, but are moderately detectable due to the presence of a small number of major bugs and low regression rate."
Auto Captions(Captions list),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Captions(Captions list),ollama,Potential captions mismatch affecting user experience
Auto Edit (Birthday_02 (P.23)),Editor Core,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,4,3,12,Q2 - Test Third,Auto Edit (Birthday_02 (P.23)),ollama,High risk due to major bug in critical editor core functionality.
Auto Edit (Daily_life_02_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Daily_life_02_title),ollama,"High impact due to being in Editor Core module, potential regression due to critical bug in major category"
Auto Edit (2-photo collage),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,20.0,20.0,446.0,446.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (2-photo collage),ollama,Possible data corruption or loss due to incorrect editing of 2-photo collages in Editor Core
Auto Captions(Bilingual) [Source video - 黃仁勳演講],Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Captions(Bilingual) [Source video - 黃仁勳演講],ollama,"Major bug detected in Auto Captions(Bilingual) module, may impact user experience with potential incorrect subtitles in bilingual videos."
Auto Edit (Black_5_B collage),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,22.0,22.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Edit (Black_5_B collage),ollama,"High impact due to major bug in Editor Core module, but detectability is moderate due to low regression rate and automation catch rate."
Auto Edit (Black_2_A collage),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Black_2_A collage),ollama,"The risk is moderate to high because the Auto Edit module in Editor Core has a Major bug, which could have significant consequences. However, the RegressionRate and AutomationCatchRate are both 0, indicating that the issue is not yet affecting a large number of users and is not being caught by automated tests."
"Auto Captions, Text",Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,"Auto Captions, Text",ollama,"Potential for incorrect captions leading to user confusion, detectable through manual testing of caption functionality"
Music Library (iStock),Audio,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,Music Library (iStock),ollama,Potential data loss or corruption due to incorrect audio file handling in the Music Library module
"Auto Caption, Speech to Text, STT [CHT+ENU] 莫彩曦Hailey_10mins.mp4]",Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,317.0,317.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,"Auto Caption, Speech to Text, STT [CHT+ENU] 莫彩曦Hailey_10mins.mp4]",ollama,Critical bug found in Speech to Text module with potential major impact on video captions
Image to Video(Payment),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,26.0,26.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,Image to Video(Payment),ollama,Potential for significant financial loss if payment is not properly processed
Pro (Timeline),Editor Core,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,Pro (Timeline),ollama,"Critical bug detected in Editor Core, high impact and low detectability"
New Year Sale (launcher),IAP,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,New Year Sale (launcher),ollama,Potential financial loss for users during the New Year Sale due to incorrect IAP functionality.
Flurry Log(AI Sketch),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,Flurry Log(AI Sketch),ollama,"Major bug detected in AI feature module, high potential for business impact if not addressed"
FX Layer(Video Effect),Visual Effects,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,FX Layer(Video Effect),ollama,"A single critical bug in a critical module like FX Layer (Video Effect) indicates a high risk of failure and potential business impact, but its detectability is low due to lack of automation or testing."
AI Creation(Auto Edit),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,19.0,19.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,AI Creation(Auto Edit),ollama,Incorrect AI creations can lead to severe consequences in real-world applications
AI Creation(Character Motion Swap),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,AI Creation(Character Motion Swap),ollama,"Potential issue with character motion swap functionality could lead to unexpected behavior, affecting user experience."
"Add Background, blur",Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,"Add Background, blur",ollama,Critical bug in Background & Cutout module with major severity
Cash flow for AI Video Enhance (Portrait),Enhance & Fix,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,Cash flow for AI Video Enhance (Portrait),ollama,Critical bug in cash flow module for AI Video Enhance (Portrait) may impact business revenue and require manual review
Pip,Editor Core,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,146.0,146.0,0.0,0.0,0.0,0.0,0.0,1,2,1,5,10,Q2 - Test Third,Pip,ollama,"The module Pip is a relatively low-risk component in the Editor Core category, given its low bug count and regression rate."
Credit system(Image to video)[ Blacklist ],AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,Credit system(Image to video)[ Blacklist ],ollama,"Critical failure in credit system could lead to financial loss for users, but may be difficult to detect due to lack of obvious symptoms"
AI Anime Video(Style page),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,251.0,251.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,AI Anime Video(Style page),ollama,"The AI anime video style page has a major bug, which could lead to significant data corruption or loss. It is moderately detectable as the error will likely cause a visible change in the video output, but may not be immediately apparent to non-technical users."
AI Effect/Auto Mosaic,AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,AI Effect/Auto Mosaic,ollama,"The AI Effect/Auto Mosaic module is a critical feature with high impact, but its detectability is relatively low due to its complex and automated nature."
Character Motion Swap(Add Media),AI Features,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,Character Motion Swap(Add Media),ollama,"The Character Motion Swap module, part of the AI Features category, has a high impact due to its potential to disrupt character animations and movement in the game. Although it has not been a major issue (1 major bug out of 1 total bugs), its detectability is moderate as it may not be immediately apparent to users unless they encounter specific bugs or glitches."
Cutout(Text to Image),AI Features,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,Cutout(Text to Image),ollama,"Potential for AI-generated image to be misused or manipulated, moderate difficulty to detect due to lack of visual cues."
AI Storytelling(JPN cheerful - Seikishi Benizakura),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,AI Storytelling(JPN cheerful - Seikishi Benizakura),ollama,Potential for major functionality loss due to AI feature bug
Shortcut (Gen AI),Shortcut,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,27.0,27.0,0.0,0.0,0.0,0.0,0.0,1,2,1,5,10,Q2 - Test Third,Shortcut (Gen AI),ollama,Module: Shortcut (Gen AI) Category: Shortcut TotalBugs: 1 Critical: 0 Major: 0 RegressionRate: 0.000 AutomationCatchRate: 0.000
AI Scene/Art,AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,224.0,224.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,AI Scene/Art,ollama,"AI Scene/Art feature failure could lead to incorrect or misleading visual content, impacting user experience and potentially causing errors or inconsistencies in downstream processes."
Pro+(7-day Free Trial),IAP,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,Pro+(7-day Free Trial),ollama,Potential loss of revenue due to IAP bug during free trial period
Auto Edit (Fashion_01_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,Auto Edit (Fashion_01_title),ollama,"Major bug detected in Auto Edit module of Fashion_01_title, potentially impacting editor functionality. Reason: Major bug presence."
Demo video(Image to video),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,Demo video(Image to video),ollama,"Potential loss of business due to inaccurate video generation, hard to detect without manual review."
AI Storytelling(CHN default - Xiaochen),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,AI Storytelling(CHN default - Xiaochen),ollama,"Potential major bug in AI Storytelling module may cause significant issues in the CHN default - Xiaochen setting, but may be difficult to detect due to the complex nature of AI features."
Shortcut (AI Video Upscaler),Enhance & Fix,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,Shortcut (AI Video Upscaler),ollama,"Potential major regression in Shortcut (AI Video Upscaler) module, which could significantly impact video quality"
Luancher(Trending),UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,Luancher(Trending),ollama,Critical bug detected in UI & Settings module of Launcher(Trending) with high impact but low detectability
AI Art (Demo page),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,AI Art (Demo page),ollama,"Potential AI Art demo page functionality issues may have a significant impact on user experience and business reputation, but are relatively difficult to detect due to their abstract nature."
Auto Edit(Child Moments),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,Auto Edit(Child Moments),ollama,"High impact due to potential data loss, moderate detectability due to automated testing limitations"
Mixpanel (Image to Video),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,10,Q2 - Test Third,Mixpanel (Image to Video),ollama,"High impact due to potential AI feature malfunction, difficult to detect as it may not be immediately noticeable."
"AI Storytelling, Voice Cloning",AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,10,Q2 - Test Third,"AI Storytelling, Voice Cloning",ollama,"The AI Voice Cloning feature may lead to identity theft or impersonation attacks, which could have severe consequences for individuals or organizations. Detectability is moderate as it may require expertise to identify suspicious voice patterns."
Editor(Menu),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,Editor(Menu),ollama,
Auto Edit (Travel_02_Video),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,63.0,63.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,Auto Edit (Travel_02_Video),ollama,
AI Art (Recommendation),AI Features,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,AI Art (Recommendation),ollama,
Auto Caption(Ccaptions List),Text & Captions,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,62.0,62.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,Auto Caption(Ccaptions List),ollama,
Auto Edit (Basketball_01_content),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,Auto Edit (Basketball_01_content),ollama,
"AI Creation, AI Cartoon, AI Sketch",AI Features,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,"AI Creation, AI Cartoon, AI Sketch",ollama,
Auto Caption(Whisper),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,Auto Caption(Whisper),ollama,
AI Video UpScaler,Enhance & Fix,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,AI Video UpScaler,ollama,
AI Video Enhancer/Image Enhancer/AI Video Upscaler,Enhance & Fix,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,19.0,19.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,AI Video Enhancer/Image Enhancer/AI Video Upscaler,ollama,
AI Storytelling (voice-over),AI Features,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,AI Storytelling (voice-over),ollama,
AI Storytelling (Replace),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,AI Storytelling (Replace),ollama,
AI Storytelling (Volume),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,AI Storytelling (Volume),ollama,
Creator Music(By Theme),Audio,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,Creator Music(By Theme),ollama,
Auto Edit(Video),Editor Core,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,Auto Edit(Video),ollama,
AI Storytelling(JPN default - Tohoku Kiritan),AI Features,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,9,Q1 - Test Last,AI Storytelling(JPN default - Tohoku Kiritan),ollama,
